"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Plantae&taxon_reso=genus&max_ma=75&min_ma=0&cc=NOA&envtype=terr&show=class,genus,ecospace,coords,paleoloc,strat,lith,env,acconly"
"Access Time","Fri 2015-12-04 21:27:20 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Plantae"
"","cc","NOA"
"","envtype","terr"
"","min_ma","0"
"","max_ma","75"
"","taxon_reso","genus"
"","taxon_status","all"
"","ident","latest"
"","show","class,genus,ecospace,coords,paleoloc,strat,lith,env,acconly"
"Elapsed Time","1.05"
"Records Found","5450"
"Records Returned","5450"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus","motility","life_habit","diet","lng","lat","paleomodel","paleolng","paleolat","geoplate","formation","stratgroup","member","lithdescript","lithology1","lithification1","minor_lithology1","lithology2","lithification2","minor_lithology2","environment"
"131007","occ","","","10810","Dicotylophyllum mercerensis","species","55337","Clarkforkian","","56.8","55.8","4023","Spermatophyta","Magnoliopsida","","","Dicotylophyllum","","","","-102.112503","47.306389","gp_mid","-69.52","53.96","101","Golden Valley","","Bear Den","dominantly interchannel siltstone; Some sandstone and shale","siltstone","","","","","","""channel"""
"131008","occ","","","10810","Glyptostrobus europaeus","species","55252","Clarkforkian","","56.8","55.8","4023","Pinophyta","Pinopsida","Pinales","Taxodiaceae","Glyptostrobus","","","","-102.112503","47.306389","gp_mid","-69.52","53.96","101","Golden Valley","","Bear Den","dominantly interchannel siltstone; Some sandstone and shale","siltstone","","","","","","""channel"""
"131009","occ","","","10810","Meliosma longifolia","species","55322","Clarkforkian","","56.8","55.8","4023","Spermatophyta","Magnoliopsida","Ranunculales","Sabiaceae","Meliosma","","","","-102.112503","47.306389","gp_mid","-69.52","53.96","101","Golden Valley","","Bear Den","dominantly interchannel siltstone; Some sandstone and shale","siltstone","","","","","","""channel"""
"131010","occ","","","10810","Metasequoia occidentalis","species","55254","Clarkforkian","","56.8","55.8","4023","Pinophyta","Pinopsida","Pinales","Taxodiaceae","Metasequoia","","","","-102.112503","47.306389","gp_mid","-69.52","53.96","101","Golden Valley","","Bear Den","dominantly interchannel siltstone; Some sandstone and shale","siltstone","","","","","","""channel"""
"131011","occ","","","10810","Osmunda macrophylla","species","55239","Clarkforkian","","56.8","55.8","4023","Pteridophyta","Pteridopsida","Osmundales","Osmundaceae","Osmunda","","","","-102.112503","47.306389","gp_mid","-69.52","53.96","101","Golden Valley","","Bear Den","dominantly interchannel siltstone; Some sandstone and shale","siltstone","","","","","","""channel"""
"131012","occ","","","10810","Persites argutus","species","55307","Clarkforkian","","56.8","55.8","4023","Spermatophyta","Magnoliopsida","Magnoliales","Lauraceae","Persites","","","","-102.112503","47.306389","gp_mid","-69.52","53.96","101","Golden Valley","","Bear Den","dominantly interchannel siltstone; Some sandstone and shale","siltstone","","","","","","""channel"""
"131014","occ","","","10810","Protophyllum semotum","species","55313","Clarkforkian","","56.8","55.8","4023","Spermatophyta","Magnoliopsida","Proteales","Platanaceae","Protophyllum","","","","-102.112503","47.306389","gp_mid","-69.52","53.96","101","Golden Valley","","Bear Den","dominantly interchannel siltstone; Some sandstone and shale","siltstone","","","","","","""channel"""
"131015","occ","","","10810","Trapa angulata","species","55501","Clarkforkian","","56.8","55.8","4023","Spermatophyta","Magnoliopsida","Myrtales","Trapaceae","Trapa","","","","-102.112503","47.306389","gp_mid","-69.52","53.96","101","Golden Valley","","Bear Den","dominantly interchannel siltstone; Some sandstone and shale","siltstone","","","","","","""channel"""
"131016","occ","","","10810","Viburnum antiquum","species","55507","Clarkforkian","","56.8","55.8","4023","Spermatophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Viburnum","","","","-102.112503","47.306389","gp_mid","-69.52","53.96","101","Golden Valley","","Bear Den","dominantly interchannel siltstone; Some sandstone and shale","siltstone","","","","","","""channel"""
"131018","occ","","","10811","Ampelopsis acerifolia","species","55497","Clarkforkian","","56.8","55.8","4023","Spermatophyta","Dicotyledonae","Rhamnales","Vitaceae","Ampelopsis","","","","-101.550003","47.000000","gp_mid","-69.10","53.54","101","Golden Valley","","Bear Den","Dominantly interchannel conglomeritc shale, with sideritic concretions, and some lignite, siltstone, and shale","""shale""","","conglomeratic","","","","""channel"""
"131019","occ","","","10811","Cercidiphyllum genetrix","species","55303","Clarkforkian","","56.8","55.8","4023","Spermatophyta","Magnoliopsida","Saxifragales","Cercidiphyllaceae","Cercidiphyllum","","","","-101.550003","47.000000","gp_mid","-69.10","53.54","101","Golden Valley","","Bear Den","Dominantly interchannel conglomeritc shale, with sideritic concretions, and some lignite, siltstone, and shale","""shale""","","conglomeratic","","","","""channel"""
"131020","occ","","","10811","Chaetoptelea microphylla","species","55297","Clarkforkian","","56.8","55.8","4023","Spermatophyta","Dicotyledonae","Urticales","Ulmaceae","Chaetoptelea","","","","-101.550003","47.000000","gp_mid","-69.10","53.54","101","Golden Valley","","Bear Den","Dominantly interchannel conglomeritc shale, with sideritic concretions, and some lignite, siltstone, and shale","""shale""","","conglomeratic","","","","""channel"""
"131021","occ","","","10811","Corylus acutertiaria","species","55295","Clarkforkian","","56.8","55.8","4023","Spermatophyta","Magnoliopsida","Fagales","Betulaceae","Corylus","","","","-101.550003","47.000000","gp_mid","-69.10","53.54","101","Golden Valley","","Bear Den","Dominantly interchannel conglomeritc shale, with sideritic concretions, and some lignite, siltstone, and shale","""shale""","","conglomeratic","","","","""channel"""
"131022","occ","","","10811","Equisetum magnum","species","55230","Clarkforkian","","56.8","55.8","4023","Equisetophyta","Equisetopsida","Equisetales","Equisetaceae","Equisetum","","","","-101.550003","47.000000","gp_mid","-69.10","53.54","101","Golden Valley","","Bear Den","Dominantly interchannel conglomeritc shale, with sideritic concretions, and some lignite, siltstone, and shale","""shale""","","conglomeratic","","","","""channel"""
"131023","occ","","","10811","Glyptostrobus europaeus","species","55252","Clarkforkian","","56.8","55.8","4023","Pinophyta","Pinopsida","Pinales","Taxodiaceae","Glyptostrobus","","","","-101.550003","47.000000","gp_mid","-69.10","53.54","101","Golden Valley","","Bear Den","Dominantly interchannel conglomeritc shale, with sideritic concretions, and some lignite, siltstone, and shale","""shale""","","conglomeratic","","","","""channel"""
"131024","occ","","","10811","Metasequoia occidentalis","species","55254","Clarkforkian","","56.8","55.8","4023","Pinophyta","Pinopsida","Pinales","Taxodiaceae","Metasequoia","","","","-101.550003","47.000000","gp_mid","-69.10","53.54","101","Golden Valley","","Bear Den","Dominantly interchannel conglomeritc shale, with sideritic concretions, and some lignite, siltstone, and shale","""shale""","","conglomeratic","","","","""channel"""
"131025","occ","","","10811","Penosphyllum cordatum","species","55324","Clarkforkian","","56.8","55.8","4023","Spermatophyta","Magnoliopsida","Malvales","Sterculiaceae","Penosphyllum","","","","-101.550003","47.000000","gp_mid","-69.10","53.54","101","Golden Valley","","Bear Den","Dominantly interchannel conglomeritc shale, with sideritic concretions, and some lignite, siltstone, and shale","""shale""","","conglomeratic","","","","""channel"""
"132237","occ","","","10965","Cercidiphyllum genetrix","species","55303","Wasatchian","","55.8","50.3","4023","Spermatophyta","Magnoliopsida","Saxifragales","Cercidiphyllaceae","Cercidiphyllum","","","","-101.550003","47.000000","gp_mid","-71.52","53.17","101","Golden Valley","","Camels Butte","Dominantly interchannel shale and lignite","""shale""","","","","","","""channel"""
"132238","occ","","","10965","Cornus hyperborea","species","55334","Wasatchian","","55.8","50.3","4023","Spermatophyta","Magnoliopsida","Cornales","Cornaceae","Cornus","","","","-101.550003","47.000000","gp_mid","-71.52","53.17","101","Golden Valley","","Camels Butte","Dominantly interchannel shale and lignite","""shale""","","","","","","""channel"""
"132239","occ","","","10965","Metasequoia occidentalis","species","55254","Wasatchian","","55.8","50.3","4023","Pinophyta","Pinopsida","Pinales","Taxodiaceae","Metasequoia","","","","-101.550003","47.000000","gp_mid","-71.52","53.17","101","Golden Valley","","Camels Butte","Dominantly interchannel shale and lignite","""shale""","","","","","","""channel"""
"132240","occ","","","10965","Onoclea hesperia","species","55245","Wasatchian","","55.8","50.3","4023","Pteridophyta","Pteridopsida","Polypodiales","Dryopteridaceae","Onoclea","","","","-101.550003","47.000000","gp_mid","-71.52","53.17","101","Golden Valley","","Camels Butte","Dominantly interchannel shale and lignite","""shale""","","","","","","""channel"""
"132241","occ","","","10966","Averrhoites affinis","species","55315","Wasatchian","","55.8","50.3","4023","Spermatophyta","Magnoliopsida","Sapindales","Oxalidaceae","Averrhoites","","","","-102.750000","46.750000","gp_mid","-72.95","53.20","101","Golden Valley","","Camels Butte","Dominantly interchannel shale, pale","""shale""","","","","","","""channel"""
"132242","occ","","","10966","Carya antiquorum","species","55288","Wasatchian","","55.8","50.3","4023","Spermatophyta","Dicotyledonae","Juglandales","Juglandaceae","Carya","","","","-102.750000","46.750000","gp_mid","-72.95","53.20","101","Golden Valley","","Camels Butte","Dominantly interchannel shale, pale","""shale""","","","","","","""channel"""
"132243","occ","","","10966","Metasequoia occidentalis","species","55254","Wasatchian","","55.8","50.3","4023","Pinophyta","Pinopsida","Pinales","Taxodiaceae","Metasequoia","","","","-102.750000","46.750000","gp_mid","-72.95","53.20","101","Golden Valley","","Camels Butte","Dominantly interchannel shale, pale","""shale""","","","","","","""channel"""
"132244","occ","","","10966","Persites argutus","species","55307","Wasatchian","","55.8","50.3","4023","Spermatophyta","Magnoliopsida","Magnoliales","Lauraceae","Persites","","","","-102.750000","46.750000","gp_mid","-72.95","53.20","101","Golden Valley","","Camels Butte","Dominantly interchannel shale, pale","""shale""","","","","","","""channel"""
"132245","occ","","","10966","Viburnum antiquum","species","55507","Wasatchian","","55.8","50.3","4023","Spermatophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Viburnum","","","","-102.750000","46.750000","gp_mid","-72.95","53.20","101","Golden Valley","","Camels Butte","Dominantly interchannel shale, pale","""shale""","","","","","","""channel"""
"132246","occ","","","10967","Ampelopsis acerifolia","species","55497","Clarkforkian","","56.8","55.8","4023","Spermatophyta","Dicotyledonae","Rhamnales","Vitaceae","Ampelopsis","","","","-101.816666","47.133331","gp_mid","-69.31","53.73","101","Golden Valley","","Bear Den","Dominantly interchannel siltstone and lignite; conglomeritic","siltstone","","conglomeratic","","","","""channel"""
"132247","occ","","","10967","Averrhoites affinis","species","55315","Clarkforkian","","56.8","55.8","4023","Spermatophyta","Magnoliopsida","Sapindales","Oxalidaceae","Averrhoites","","","","-101.816666","47.133331","gp_mid","-69.31","53.73","101","Golden Valley","","Bear Den","Dominantly interchannel siltstone and lignite; conglomeritic","siltstone","","conglomeratic","","","","""channel"""
"132248","occ","","","10967","Metasequoia occidentalis","species","55254","Clarkforkian","","56.8","55.8","4023","Pinophyta","Pinopsida","Pinales","Taxodiaceae","Metasequoia","","","","-101.816666","47.133331","gp_mid","-69.31","53.73","101","Golden Valley","","Bear Den","Dominantly interchannel siltstone and lignite; conglomeritic","siltstone","","conglomeratic","","","","""channel"""
"132249","occ","","","10968","Cercidiphyllum genetrix","species","55303","Clarkforkian","","56.8","55.8","4023","Spermatophyta","Magnoliopsida","Saxifragales","Cercidiphyllaceae","Cercidiphyllum","","","","-102.084442","46.971668","gp_mid","-69.69","53.65","101","Golden Valley","","Bear Den","Dominantly interchannel siltstone and shale, conglomeritic","siltstone","","conglomeratic","""shale""","","","""channel"""
"132250","occ","","","10968","Cocculus flabella","species","55495","Clarkforkian","","56.8","55.8","4023","Spermatophyta","Magnoliopsida","Ranunculales","Menispermaceae","Cocculus","","","","-102.084442","46.971668","gp_mid","-69.69","53.65","101","Golden Valley","","Bear Den","Dominantly interchannel siltstone and shale, conglomeritic","siltstone","","conglomeratic","""shale""","","","""channel"""
"132251","occ","","","10968","Dicotylophyllum anomalum","species","55235","Clarkforkian","","56.8","55.8","4023","Spermatophyta","Magnoliopsida","","","Dicotylophyllum","","","","-102.084442","46.971668","gp_mid","-69.69","53.65","101","Golden Valley","","Bear Den","Dominantly interchannel siltstone and shale, conglomeritic","siltstone","","conglomeratic","""shale""","","","""channel"""
"132252","occ","","","10968","Meliosma longifolia","species","55322","Clarkforkian","","56.8","55.8","4023","Spermatophyta","Magnoliopsida","Ranunculales","Sabiaceae","Meliosma","","","","-102.084442","46.971668","gp_mid","-69.69","53.65","101","Golden Valley","","Bear Den","Dominantly interchannel siltstone and shale, conglomeritic","siltstone","","conglomeratic","""shale""","","","""channel"""
"132253","occ","","","10968","Metasequoia occidentalis","species","55254","Clarkforkian","","56.8","55.8","4023","Pinophyta","Pinopsida","Pinales","Taxodiaceae","Metasequoia","","","","-102.084442","46.971668","gp_mid","-69.69","53.65","101","Golden Valley","","Bear Den","Dominantly interchannel siltstone and shale, conglomeritic","siltstone","","conglomeratic","""shale""","","","""channel"""
"132254","occ","","","10968","Onoclea hesperia","species","55245","Clarkforkian","","56.8","55.8","4023","Pteridophyta","Pteridopsida","Polypodiales","Dryopteridaceae","Onoclea","","","","-102.084442","46.971668","gp_mid","-69.69","53.65","101","Golden Valley","","Bear Den","Dominantly interchannel siltstone and shale, conglomeritic","siltstone","","conglomeratic","""shale""","","","""channel"""
"132255","occ","","","10968","Osmunda macrophylla","species","55239","Clarkforkian","","56.8","55.8","4023","Pteridophyta","Pteridopsida","Osmundales","Osmundaceae","Osmunda","","","","-102.084442","46.971668","gp_mid","-69.69","53.65","101","Golden Valley","","Bear Den","Dominantly interchannel siltstone and shale, conglomeritic","siltstone","","conglomeratic","""shale""","","","""channel"""
"132256","occ","","","10968","Persites argutus","species","55307","Clarkforkian","","56.8","55.8","4023","Spermatophyta","Magnoliopsida","Magnoliales","Lauraceae","Persites","","","","-102.084442","46.971668","gp_mid","-69.69","53.65","101","Golden Valley","","Bear Den","Dominantly interchannel siltstone and shale, conglomeritic","siltstone","","conglomeratic","""shale""","","","""channel"""
"132257","occ","","","10969","Acer","genus","54688","Clarkforkian","","56.8","55.8","4023","Spermatophyta","Magnoliopsida","Sapindales","Aceraceae","Acer","","","","-102.583336","46.916668","gp_mid","-70.26","53.71","101","Golden Valley","","Bear Den","dominantly interchannel siltstone and sandstone","siltstone","","","sandstone","","","""channel"""
"132258","occ","","","10969","Cercidiphyllum genetrix","species","55303","Clarkforkian","","56.8","55.8","4023","Spermatophyta","Magnoliopsida","Saxifragales","Cercidiphyllaceae","Cercidiphyllum","","","","-102.583336","46.916668","gp_mid","-70.26","53.71","101","Golden Valley","","Bear Den","dominantly interchannel siltstone and sandstone","siltstone","","","sandstone","","","""channel"""
"132259","occ","","","10969","Cocculus flabella","species","55495","Clarkforkian","","56.8","55.8","4023","Spermatophyta","Magnoliopsida","Ranunculales","Menispermaceae","Cocculus","","","","-102.583336","46.916668","gp_mid","-70.26","53.71","101","Golden Valley","","Bear Den","dominantly interchannel siltstone and sandstone","siltstone","","","sandstone","","","""channel"""
"132260","occ","","","10969","Meliosma longifolia","species","55322","Clarkforkian","","56.8","55.8","4023","Spermatophyta","Magnoliopsida","Ranunculales","Sabiaceae","Meliosma","","","","-102.583336","46.916668","gp_mid","-70.26","53.71","101","Golden Valley","","Bear Den","dominantly interchannel siltstone and sandstone","siltstone","","","sandstone","","","""channel"""
"132261","occ","","","10969","Menispermites parvareolatus","species","55305","Clarkforkian","","56.8","55.8","4023","Spermatophyta","Magnoliopsida","Ranunculales","Menispermaceae","Menispermites","","","","-102.583336","46.916668","gp_mid","-70.26","53.71","101","Golden Valley","","Bear Den","dominantly interchannel siltstone and sandstone","siltstone","","","sandstone","","","""channel"""
"132262","occ","","","10969","Metasequoia occidentalis","species","55254","Clarkforkian","","56.8","55.8","4023","Pinophyta","Pinopsida","Pinales","Taxodiaceae","Metasequoia","","","","-102.583336","46.916668","gp_mid","-70.26","53.71","101","Golden Valley","","Bear Den","dominantly interchannel siltstone and sandstone","siltstone","","","sandstone","","","""channel"""
"132263","occ","","","10969","Pinus peregrinus","species","55251","Clarkforkian","","56.8","55.8","4023","Pinophyta","Pinopsida","Pinales","Pinaceae","Pinus","","","","-102.583336","46.916668","gp_mid","-70.26","53.71","101","Golden Valley","","Bear Den","dominantly interchannel siltstone and sandstone","siltstone","","","sandstone","","","""channel"""
"132265","occ","","","10969","Pterocarya hispida","species","55291","Clarkforkian","","56.8","55.8","4023","Spermatophyta","Dicotyledonae","Juglandales","Juglandaceae","Pterocarya","","","","-102.583336","46.916668","gp_mid","-70.26","53.71","101","Golden Valley","","Bear Den","dominantly interchannel siltstone and sandstone","siltstone","","","sandstone","","","""channel"""
"132266","occ","","","10970","Cercidiphyllum genetrix","species","55303","Clarkforkian","","56.8","55.8","4023","Spermatophyta","Magnoliopsida","Saxifragales","Cercidiphyllaceae","Cercidiphyllum","","","","-102.666664","47.000000","gp_mid","-70.30","53.81","101","Golden Valley","","Bear Den","","claystone","","","","","","""channel"""
"132267","occ","","","10970","Cocculus flabella","species","55495","Clarkforkian","","56.8","55.8","4023","Spermatophyta","Magnoliopsida","Ranunculales","Menispermaceae","Cocculus","","","","-102.666664","47.000000","gp_mid","-70.30","53.81","101","Golden Valley","","Bear Den","","claystone","","","","","","""channel"""
"132268","occ","","","10970","Dicotylophyllum oblongatum","species","55338","Clarkforkian","","56.8","55.8","4023","Spermatophyta","Magnoliopsida","","","Dicotylophyllum","","","","-102.666664","47.000000","gp_mid","-70.30","53.81","101","Golden Valley","","Bear Den","","claystone","","","","","","""channel"""
"132269","occ","","","10970","Glyptostrobus europaeus","species","55252","Clarkforkian","","56.8","55.8","4023","Pinophyta","Pinopsida","Pinales","Taxodiaceae","Glyptostrobus","","","","-102.666664","47.000000","gp_mid","-70.30","53.81","101","Golden Valley","","Bear Den","","claystone","","","","","","""channel"""
"132270","occ","","","10970","Meliosma longifolia","species","55322","Clarkforkian","","56.8","55.8","4023","Spermatophyta","Magnoliopsida","Ranunculales","Sabiaceae","Meliosma","","","","-102.666664","47.000000","gp_mid","-70.30","53.81","101","Golden Valley","","Bear Den","","claystone","","","","","","""channel"""
"132271","occ","","","10970","Metasequoia occidentalis","species","55254","Clarkforkian","","56.8","55.8","4023","Pinophyta","Pinopsida","Pinales","Taxodiaceae","Metasequoia","","","","-102.666664","47.000000","gp_mid","-70.30","53.81","101","Golden Valley","","Bear Den","","claystone","","","","","","""channel"""
"132272","occ","","","10971","Nelumbo aureavallis","species","55299","Wasatchian","","55.8","50.3","4023","Spermatophyta","Magnoliopsida","Proteales","Nelumbonaceae","Nelumbo","","","","-102.616669","46.966667","gp_mid","-72.69","53.38","101","Golden Valley","","Camels Butte","Dominantly interchannel siltstone and shale; with lignite","siltstone","","","""shale""","","","""channel"""
"132273","occ","","","10972","Nelumbo aureavallis","species","55299","Tertiary","Wasatchian","66","50.3","4023","Spermatophyta","Magnoliopsida","Proteales","Nelumbonaceae","Nelumbo","","","","-102.666664","46.983334","gp_mid","-68.67","54.03","101","Golden Valley","","Camels Butte","Dominantly interchannel silstone and shale; with lignite","siltstone","","","""shale""","","","""channel"""
"132274","occ","","","10973","Averrhoites affinis","species","55315","Wasatchian","","55.8","50.3","4023","Spermatophyta","Magnoliopsida","Sapindales","Oxalidaceae","Averrhoites","","","","-102.833336","47.166668","gp_mid","-72.81","53.61","101","Golden Valley","","Camels Butte","","claystone","","","","","","""channel"""
"132275","occ","","","10973","Chaetoptelea microphylla","species","55297","Wasatchian","","55.8","50.3","4023","Spermatophyta","Dicotyledonae","Urticales","Ulmaceae","Chaetoptelea","","","","-102.833336","47.166668","gp_mid","-72.81","53.61","101","Golden Valley","","Camels Butte","","claystone","","","","","","""channel"""
"132276","occ","","","10973","Dombeya novimundi","species","55499","Wasatchian","","55.8","50.3","4023","Spermatophyta","Magnoliopsida","Malvales","Sterculiaceae","Dombeya","","","","-102.833336","47.166668","gp_mid","-72.81","53.61","101","Golden Valley","","Camels Butte","","claystone","","","","","","""channel"""
